recipe_id,title,description,category,cuisine,meal_type,is_vegan,is_vegetarian,directions,ingredients_json
92,Honey Mustard Chicken,Baked chicken breast smothered in a tangy and sweet sauce.,main dish,American,dinner,False,False,"Preheat oven to 200 degrees Celsius. In a small bowl, whisk together honey, mustard, mayonnaise, lemon juice, and paprika. Place chicken breasts in a baking dish and season with salt. Pour the sauce over the chicken. Bake for 25 to 30 minutes until the chicken is cooked through and the sauce is bubbly.","[{""name"": ""chicken breast"", ""quantity"": 1.5, ""unit"": ""pound""}, {""name"": ""honey"", ""quantity"": 5, ""unit"": ""tablespoon""}, {""name"": ""mustard"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""mayonnaise"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
93,Mushroom Barley Soup,Nutty barley and earthy mushrooms simmered in a flavorful broth.,soup,International,dinner,True,True,"Dice onion, carrots, and celery; slice the mushrooms. Saute vegetables in a large pot until soft. Add mushrooms and cook until browned. Stir in rinsed barley, vegetable broth, and thyme. Bring to a boil, then reduce heat and simmer covered for 45 minutes until barley is tender. Season with salt and pepper.","[{""name"": ""barley"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.6, ""unit"": ""pound""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""celery"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 6, ""unit"": ""cup""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
94,Greek Tzatziki Dip,Cool and refreshing yogurt dip flavored with cucumber and garlic.,appetizer,Greek,snack,False,True,"Grate the cucumber and squeeze out excess water firmly using a towel. In a bowl, combine the drained cucumber with greek yogurt. Stir in minced garlic, chopped fresh dill, lemon juice, olive oil, and salt. Chill in the refrigerator for at least 30 minutes to let flavors meld before serving.","[{""name"": ""greek yogurt"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""dill"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
95,Herb Lemon Chicken,A bright and aromatic chicken dish infused with citrus and simple herbs. Perfect for a light yet satisfying dinner.,main dish,Mediterranean,dinner,False,False,"Combine oil, lemon juice, garlic, basil, salt, and pepper in a bowl. Mix until smooth. Coat the chicken thoroughly and rest for 20 minutes. Heat a pan on medium and place the chicken inside. Cook each side until browned, then lower the heat and cover for a few minutes until fully done. Let it rest briefly before serving.","[{""name"": ""chicken"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""basil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
96,Tomato Basil Pasta,An Italian-style pasta featuring vibrant tomato and basil flavors. Quick to prepare and comforting for any meal.,main dish,Italian,lunch,True,True,"Boil noodles until tender and drain. Heat oil in a pan and add crushed tomato and garlic. Cook until the tomato softens into a sauce. Add salt and pepper, then simmer for a few minutes. Stir in the noodles and mix well. Remove from heat and fold in basil before serving.","[{""name"": ""noodles"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""tomato"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""basil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}]"
97,Lentil Tomato Soup,A warm and filling soup made with hearty lentils and tomatoes. Perfect for a wholesome dinner.,soup,Middle Eastern,dinner,True,True,"Place lentils, chopped tomato, onion, garlic, salt, and pepper into a pot. Add water and bring to a boil. Lower the heat and simmer until the lentils become soft. Stir occasionally. When done, blend lightly for a smoother texture or keep chunky. Serve hot.","[{""name"": ""lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""water"", ""quantity"": 5, ""unit"": ""cup""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
98,Honey Orange Salmon,A sweet and citrus-glazed salmon that caramelizes beautifully as it bakes. Perfect for a fresh dinner.,main dish,American,dinner,False,False,"Mix honey with orange juice, salt, pepper, and oil. Place salmon on a tray and brush with the mixture. Bake at medium heat for about 15-20 minutes, basting halfway through. Remove when the salmon flakes easily with a fork.","[{""name"": ""salmon"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""honey"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""orange"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
99,Chickpea Spinach Stew,"A nourishing stew combining chickpeas and spinach for a balanced, plant-based dinner. Warm and satisfying.",main dish,Mediterranean,dinner,True,True,"Heat oil in a pot and cook onion until soft. Add tomato and stir until it breaks down. Add chickpeas with a small amount of water and simmer. Stir in spinach, salt, and pepper. Cook until all ingredients are tender and the stew thickens slightly.","[{""name"": ""chickpea"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""spinach"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
100,Beef Rice Skillet,A hearty skillet meal combining seasoned beef and rice. Simple and filling for busy days.,main dish,American,dinner,False,False,"Heat oil in a skillet and cook beef and onion until browned. Add rice and stir for a minute. Pour in water, add salt and pepper, then cover and simmer until the rice absorbs the liquid. Fluff before serving.","[{""name"": ""beef"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""water"", ""quantity"": 2, ""unit"": ""cup""}]"
101,Mint Lemon Salad,A crisp and refreshing salad with bright lemon and cool mint. Great as a side or light lunch.,salad,Mediterranean,lunch,True,True,"Place lettuce and mint in a bowl. Mix lemon juice, oil, salt, and pepper in a small container. Pour the mixture over the salad and toss gently until coated.","[{""name"": ""lettuce"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""mint"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
102,Olive Herb Chicken,A simple herb-infused chicken with a subtle olive flavor.,main dish,Mediterranean,dinner,False,False,"Mix olive oil, lemon juice, crushed garlic, basil, salt, and black pepper in a bowl. Coat the chicken breast on all sides and let it rest for 20 minutes. Heat a pan to medium and cook the chicken until each side browns. Lower the heat and cover the pan to finish cooking. Rest for a few minutes before slicing.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""basil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
103,Spicy Tomato Noodles,A vibrant noodle dish with a spicy tomato base and light seasoning.,main dish,Italian,lunch,True,True,"Boil the noodles until soft, then drain. Heat olive oil in a pan and add chopped red onion and tomato. Cook until the tomato turns into a sauce, then add chili, salt, and black pepper. Add the noodles, stir well, and simmer briefly to blend the flavors.","[{""name"": ""noodles"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""tomato"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""red onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""chili"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
104,Ginger Rice Bowl,A warm rice bowl with gentle ginger notes.,main dish,Asian,dinner,True,True,Cook the rice separately. Heat oil in a pan and add sliced ginger and tofu. Stir for several minutes until lightly browned. Add soy sauce and cook briefly until absorbed. Serve the mixture on top of the rice and garnish with green onion.,"[{""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""soy sauce"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""tofu"", ""quantity"": 0.3, ""unit"": ""pound""}, {""name"": ""green onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
105,Creamy Lentil Soup,A smooth lentil soup with mild seasoning for a warm and filling meal.,soup,Middle Eastern,dinner,True,True,"Combine lentils, chopped carrot, onion, garlic, water, salt, and cumin in a pot. Boil and then simmer until the lentils soften. Mash lightly or blend for a creamier texture. Simmer for a few minutes more and serve warm.","[{""name"": ""lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""water"", ""quantity"": 5, ""unit"": ""cup""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
106,Orange Soy Salmon,A salmon dish glazed with a sweet citrus soy mixture.,main dish,Asian,dinner,False,False,"Whisk orange juice, soy sauce, honey, black pepper, and oil. Place salmon on a tray and pour the mixture over it. Bake at medium heat for 15-20 minutes, brushing with the sauce halfway through.","[{""name"": ""salmon"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""orange"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""honey"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
107,Chickpea Pepper Stew,A hearty stew with chickpeas and peppers for a balanced meal.,main dish,Mediterranean,dinner,True,True,Heat oil in a pot and add chopped onion and red pepper. Cook until softened. Add tomato and stir until it forms a base. Add chickpeas with water to cover and simmer until thick. Season with salt and black pepper.,"[{""name"": ""chickpea"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""red pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
108,Beef Tomato Skillet,Ground beef cooked in a tomato base makes a quick and filling meal.,main dish,American,dinner,False,False,Brown ground beef and onion in oil. Add chopped tomato and cook until it creates a sauce. Add rice and stir briefly. Pour in water to cover the rice and simmer until the liquid is absorbed and rice softens.,"[{""name"": ""ground beef"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""tomato"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
109,Mint Lemon Couscous,A fresh couscous dish with mint and lemon for a bright flavor.,appetizer,Mediterranean,lunch,True,True,"Pour hot water over couscous in a bowl and cover for a few minutes. Fluff with a fork. Add mint, lemon juice, olive oil, salt, and black pepper. Mix gently and serve.","[{""name"": ""couscous"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mint"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
110,Chicken Rice Bowl,A simple rice bowl with seasoned chicken and vegetables.,main dish,American,lunch,False,False,"Cook rice in water until soft. Heat olive oil in a pan and add chopped onion and carrot. Cook for several minutes, then add sliced chicken breast. Pour soy sauce over the mixture and cook until the chicken is fully done. Serve everything over warm rice.","[{""name"": ""chicken breast"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
111,Lemon Garlic Shrimp,Shrimp cooked in lemon and garlic for a bright and savory dish.,main dish,Mediterranean,dinner,False,False,"Melt butter in a pan and add minced garlic. Cook for one minute, then add shrimp. Squeeze lemon juice over the shrimp and add salt and black pepper. Cook until the shrimp turn pink, then mix in chopped parsley and serve immediately.","[{""name"": ""shrimp"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""parsley"", ""quantity"": 2.5, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
112,Veggie Egg Skillet,A hearty vegetable and egg mix perfect for breakfast.,breakfast,American,breakfast,False,True,"Heat olive oil in a skillet and add chopped onion and tomato. Cook until the vegetables soften, then add spinach and wait for it to wilt. Crack eggs on top, cover the skillet, and cook on low heat until the eggs reach the desired firmness. Season with salt and serve.","[{""name"": ""egg"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""spinach"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
